Age,,o,_,Age,,o,_
23,15978.57,187795.0,579.3787,78,112.7502,648.3843,59.58267
24,14750.73,173035.9,561.7908,79,98.74634,546.9085,53.89985
25,13617.08,159410.9,545.3906,80,86.03843,458.2578,48.46129
26,12570.29,146833.2,529.9651,81,74.52740,381.2352,43.26612
27,11603.95,135222.4,515.7086,82,64.13740,314.7268,38.32980
28,10711.44,124504.4,502.0743,83,54.80906,257.6839,33.67898
29,9887.153,114611.0,489.0496,84,46.49827,209.1071,29.35148
30,9125.721,105479.2,476.4249,85,39.14714,168.0464,25.36734
31,8422.307,97051.01,464.1238,86,32.66937,133.6215,21.71240
32,7772.534,89272.74,452.1698,87,26.98438,105.0326,18.37171
33,7172.430,82094.78,440.6581,88,22.04056,81.54263,15.35406
34,6618.094,75471.30,429.4476,89,17.78549,62.46478,12.66338
35,6106.205,69359.93,418.6908,90,14.16345,47.16425,10.29598
36,5633.365,63721.52,408.2003,91,11.10881,35.06481,8.233500
37,5196.636,58519.99,397.9974,92,8.563579,25.64956,6.460316
38,4793.348,53721.91,388.1511,93,6.483320,18.45061,4.970371
39,4420.877,49296.43,378.5694,94,4.820135,13.04455,3.750482
40,4076.947,45215.04,369.3134,95,3.519720,9.057271,2.777024
41,3759.400,41451.35,360.3887,96,2.520772,6.170397,2.014799
42,3466.166,37981.02,351.7223,97,1.767879,4.121591,1.429909
43,3195.348,34781.61,343.2559,98,1.214146,2.697568,.9929451
44,2945.202,31832.41,334.9442,99,.8171729,1.727916,.6754838
45,2714.014,29114.41,326.6323,100,.5380020,1.081294,.4493360
46,2500.365,26610.06,318.3401,101,.3460352,.6596613,.2919430
47,2302.822,24303.21,309.9587,102,.2168646,.3913237,.1847761
48,2120.223,22178.95,301.5492,103,.1321283,.2250448,.1136746
49,1951.423,20223.47,293.0983,104,.07828584,.1248444,.06804860
50,1795.428,18423.99,284.6606,105,.04458365,.06637616,.03914081
51,1651.240,16768.69,276.2078,106,.02472291,.03341228,.02198311
52,1517.898,15246.69,267.6697,107,.01305673,.01545928,.01178907
53,1394.593,13847.96,259.0599,108,.006636969,.006107183,.006136180
54,1280.564,12563.23,250.3792,109,.003159930,.001460227,.003040192
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1168511,1845.062,55,1061.643,10112.31,212.2087
1,91387.45,1076692,945.3279,56,971.8056,9136.723,204.3208
2,84244.50,992416.8,881.4807,57,888.9318,8244.008,196.4351
3,77678.64,914719.4,842.2143,58,812.4528,7427.757,188.5212
4,71632.47,843073.5,814.2919,59,741.8542,6682.083,180.5593
5,66061.57,777001.9,793.4065,60,676.7014,6001.548,172.5714
6,60925.76,716067.8,776.0663,61,616.6221,5381.106,164.6092
7,56190.93,659870.1,761.8471,62,561.2856,4816.043,156.7380
8,51824.59,608039.4,749.2764,63,510.3442,4301.975,148.9783
9,47798.98,560235.6,739.1923,64,463.4519,3834.851,141.3244
10,44087.42,516144.4,731.2851,65,420.3079,3410.927,133.7900
11,40664.46,475476.7,724.4197,66,380.6530,3026.732,126.4076
12,37507.26,437966.4,718.0863,67,344.2512,2679.028,119.2128
13,34593.43,403369.2,710.4179,68,310.8359,2364.823,112.1908
14,31902.42,371461.7,699.6382,69,280.1609,2081.368,105.3260
15,29416.56,342038.2,685.3431,70,251.9920,1826.146,98.59574
16,27119.99,314909.7,667.5689,71,226.1254,1596.851,91.98985
17,24999.15,289900.9,647.4694,72,202.3907,1391.355,85.51693
18,23041.34,266849.3,625.9999,73,180.6357,1207.683,79.19028
19,21235.33,245603.7,604.6185,74,160.7505,1043.989,73.05540
20,19570.06,226023.8,584.0635,75,142.6241,898.5299,67.14760
21,18034.81,207979.6,564.5268,76,126.1437,769.6720,61.49122
22,16619.14,191351.4,545.6204,77,111.1843,655.8955,56.08904
23,15314.10,176028.7,527.6902,78,97.62467,555.7989,50.93756
24,14111.24,161909.4,510.8486,79,85.34171,468.0983,46.02145
25,13002.70,148899.1,495.1733,80,74.22168,391.6232,41.32533
26,11980.99,136911.1,480.4568,81,64.17298,325.3016,36.84765
27,11039.54,125865.0,466.8808,82,55.12462,268.1392,32.60092
28,10171.64,115687.2,453.9211,83,47.02021,219.2026,28.60719
29,9371.576,106309.7,441.5638,84,39.81686,177.6059,24.89796
30,8633.891,97670.04,429.6079,85,33.46018,142.5101,21.48933
31,7953.685,89710.77,417.9801,86,27.87192,113.1405,18.36812
32,7326.523,82378.84,406.7012,87,22.97929,88.79477,15.52053
33,6748.381,75625.25,395.8598,88,18.73461,68.82816,12.95305
34,6215.330,69404.87,385.3214,89,15.08989,52.64179,10.66798
35,5724.013,63676.01,375.2282,90,11.99464,39.68419,8.661164
36,5271.026,58400.27,365.4030,91,9.390393,29.45641,6.916055
37,4853.416,53542.28,355.8649,92,7.225524,21.51229,5.418492
38,4468.504,49069.36,346.6769,93,5.460212,15.44938,4.162464
39,4113.671,44951.41,337.7525,94,4.051998,10.90483,3.135992
40,3786.641,41160.64,329.1474,95,2.953358,7.559146,2.318390
41,3485.263,37671.40,320.8655,96,2.111249,5.141272,1.679382
42,3207.484,34460.07,312.8382,97,1.477939,3.428479,1.189947
43,2951.421,31504.89,305.0106,98,1.013148,2.240199,.8249708
44,2715.352,28785.86,297.3402,99,.6806343,1.432563,.5602991
45,2497.590,26284.59,289.6837,100,.4472824,.8949759,.3721044
46,2296.733,23984.20,282.0595,101,.2871548,.5450874,.2413675
47,2111.375,21869.14,274.3676,102,.1796315,.3228201,.1525146
48,1940.370,19925.07,266.6640,103,.1092415,.1853435,.09367264
49,1782.593,18138.77,258.9368,104,.06460602,.1026524,.05598322
50,1637.068,16498.01,251.2360,105,.03672514,.05448999,.03214798
51,1502.821,14991.49,243.5356,106,.02032757,.02738657,.01802709
52,1378.915,13608.85,235.7718,107,.01071564,.01265256,.009652823
53,1264.562,12340.54,227.9573,108,.005436901,.004991476,.005017618
54,1159.023,11177.74,220.0929,109,.002583790,.001191785,.002483680
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1141978,1789.870,55,959.2872,8986.387,186.4580
1,91219.15,1050328,890.9311,56,876.4940,8106.479,179.3369
2,83934.49,966363.1,827.2579,57,800.2717,7302.801,172.2309
3,77250.27,889094.1,788.1705,58,730.0736,6569.315,165.1126
4,71106.24,817974.6,760.4267,59,665.4057,5900.482,157.9643
5,65455.50,752509.2,739.7130,60,605.8491,5291.201,150.8058
6,60255.64,692245.3,722.5470,61,551.0436,4736.743,143.6837
7,55470.55,636768.0,708.4967,62,500.6684,4232.706,136.6557
8,51065.96,585696.1,696.0981,63,454.3903,3775.000,129.7402
9,47012.55,538678.8,686.1704,64,411.8792,3359.857,122.9315
10,43282.19,495392.9,678.4002,65,372.8484,2983.802,116.2414
11,39848.23,455541.4,671.6661,66,337.0493,2643.616,109.6984
12,36686.72,418851.7,665.4654,67,304.2560,2336.308,103.3334
13,33774.32,385073.8,657.9713,68,274.2169,2059.119,97.13271
14,31089.66,353979.1,647.4561,69,246.7005,1809.518,91.08199
15,28614.34,325358.1,633.5376,70,221.4873,1585.192,85.16078
16,26331.81,299018.0,616.2633,71,198.3859,1384.025,79.35969
17,24227.91,274780.8,596.7653,72,177.2358,1204.069,73.68585
18,22289.38,252481.4,575.9765,73,157.8934,1043.522,68.15042
19,20504.48,231967.0,555.3112,74,140.2530,900.7010,62.79267
20,18861.72,213095.8,535.4812,75,124.2088,774.0235,57.64274
21,17350.03,195736.8,516.6682,76,109.6539,662.0101,52.72105
22,15958.66,179769.4,498.4958,77,96.47205,563.2889,48.02921
23,14678.41,165082.7,481.2933,78,84.55070,476.5973,43.56333
24,13500.57,151574.4,465.1651,79,73.77657,400.7814,39.30936
25,12417.09,139150.2,450.1815,80,64.04531,334.7917,35.25323
26,11420.33,127723.1,436.1402,81,55.27239,277.6687,31.39288
27,10503.56,117213.3,423.2108,82,47.39156,228.5252,27.73839
28,9659.973,107547.5,410.8912,83,40.34963,186.5311,24.30795
29,8883.761,98658.08,399.1659,84,34.10526,150.9013,21.12775
30,8169.402,90483.25,387.8425,85,28.60764,120.8952,18.21065
31,7511.930,82966.05,376.8499,86,23.78593,95.83115,15.54445
32,6906.859,76054.09,366.2069,87,19.57444,75.09277,13.11646
33,6350.116,69699.08,355.9954,88,15.92931,58.11594,10.93134
34,5837.753,63856.58,346.0878,89,12.80671,44.37864,8.990150
35,5366.382,58485.65,336.6161,90,10.16104,33.40185,7.288482
36,4932.596,53548.65,327.4129,91,7.940253,24.75352,5.811450
37,4533.435,49010.93,318.4951,92,6.098449,18.04857,4.546272
38,4166.213,44840.61,309.9205,93,4.600012,12.94080,3.487103
39,3828.321,41008.30,301.6072,94,3.407361,9.119252,2.623106
40,3517.486,37486.98,293.6060,95,2.478932,6.311020,1.936184
41,3231.568,34251.73,285.9196,96,1.768835,4.285290,1.400300
42,2968.532,31279.63,278.4831,97,1.235958,2.852930,.9906064
43,2726.515,28549.65,271.2451,98,.8457061,1.861035,.6856571
44,2503.815,26042.44,264.1655,99,.5671006,1.188117,.4649225
45,2298.776,23740.28,257.1117,100,.3719867,.7410277,.3082584
46,2110.015,21626.91,250.1006,101,.2383753,.4505755,.1996258
47,1936.154,19687.37,243.0402,102,.1488425,.2664050,.1259317
48,1776.063,17907.92,235.9822,103,.09035074,.1527017,.07721840
49,1628.642,16275.89,228.9156,104,.05333552,.08443600,.04607402
50,1492.931,14779.59,221.8861,105,.03026261,.04474875,.02641422
51,1367.979,13408.25,214.8699,106,.01671967,.02245585,.01478847
52,1252.880,12151.98,207.8090,107,.008797514,.01035927,.007906617
53,1146.863,11001.72,200.7150,108,.004455463,.004081114,.004104487
54,1049.211,9949.092,193.5889,109,.002113479,.0009730567,.002029796
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1116595,1739.615,55,866.9615,7989.004,163.9291
1,91051.47,1025114,841.4676,56,790.6805,7195.244,157.4991
2,83626.19,941457.1,777.9673,57,720.5937,6471.583,151.0944
3,76825.04,864613.4,739.0579,58,656.1764,5812.339,144.6905
4,70584.84,794015.4,711.4911,59,596.9547,5212.310,138.2714
5,64856.10,729149.4,690.9474,60,542.5257,4666.712,131.8550
6,59594.10,669547.2,673.9536,61,492.5413,4171.119,125.4829
7,54760.69,614779.8,660.0698,62,446.6917,3721.421,119.2066
8,50319.81,564454.2,647.8406,63,404.6575,3313.811,113.0421
9,46240.46,518209.0,638.0667,64,366.1250,2944.785,106.9840
10,42493.11,475712.3,630.4308,65,330.8207,2611.118,101.0423
11,39049.84,436659.3,623.8253,66,298.5072,2309.833,95.24189
12,35885.58,400770.8,617.7541,67,268.9685,2038.167,89.60975
13,32976.06,367791.2,610.4302,68,241.9678,1793.577,84.13302
14,30299.05,337487.2,600.1726,69,217.2872,1573.735,78.79859
15,27835.41,309645.3,586.6199,70,194.7215,1376.518,73.58795
16,25567.93,284069.4,569.8307,71,174.0912,1199.986,68.49239
17,23481.82,260578.5,550.9150,72,155.2453,1042.358,63.51776
18,21563.27,239005.6,530.7841,73,138.0485,901.9897,58.67342
19,19800.05,219195.9,510.8096,74,122.3998,777.3484,53.99318
20,18180.25,201006.5,491.6778,75,108.1987,666.9991,49.50276
21,16692.44,184305.4,473.5604,76,95.34433,569.6033,45.21924
22,15325.58,168971.5,456.0922,77,83.72846,483.9227,41.14326
23,14070.20,154893.4,439.5867,78,73.24698,408.8211,37.27073
24,12917.38,141968.6,424.1404,79,63.79577,343.2619,33.58873
25,11858.87,130102.9,409.8167,80,55.27920,286.3044,30.08441
26,10886.86,119209.6,396.4184,81,47.61936,237.0907,26.75538
27,9994.511,109209.2,384.1039,82,40.75466,194.8294,23.60967
28,9174.913,100028.7,372.3917,83,34.63512,158.7827,20.66224
29,8422.167,91601.16,361.2650,84,29.22129,128.2552,17.93484
30,7730.688,83865.33,350.5393,85,24.46590,102.5933,15.43768
31,7095.457,76764.90,340.1463,86,20.30487,81.19737,13.15950
32,6511.939,70248.15,330.1021,87,16.67901,63.52659,11.08867
33,5976.024,64267.52,320.4831,88,13.54811,49.08755,9.228408
34,5483.746,58779.31,311.1673,89,10.87228,37.42525,7.578854
35,5031.693,53743.36,302.2778,90,8.610372,28.12362,6.135493
36,4616.460,49122.77,293.6562,91,6.716128,20.80858,4.884973
37,4235.082,44883.69,285.3173,92,5.148787,15.14773,3.815787
38,3884.873,40994.99,277.3141,93,3.876551,10.84329,2.922342
39,3563.237,37428.04,269.5690,94,2.866194,7.628686,2.194870
40,3267.907,34156.57,262.1284,95,2.081387,5.270807,1.617556
41,2996.757,31156.40,254.9937,96,1.482438,3.573068,1.168008
42,2747.772,28405.32,248.1037,97,1.033937,2.374832,.8249517
43,2519.114,25883.00,241.4098,98,.7061722,1.546591,.5700721
44,2309.102,23570.77,234.8745,99,.4726636,.9857320,.3859192
45,2116.111,21451.55,228.3750,100,.3094714,.6137796,.2554587
46,1938.779,19509.68,221.9267,101,.1979499,.3725844,.1651624
47,1775.757,17730.82,215.4450,102,.1233735,.2199280,.1040199
48,1625.935,16101.79,208.9774,103,.07475281,.1258542,.06367764
49,1488.234,14610.46,202.5138,104,.04404668,.06947755,.03793266
50,1361.715,13245.67,196.0960,105,.02494618,.03676241,.02171109
51,1245.452,11997.16,189.7021,106,.01375708,.01841964,.01213616
52,1138.565,10855.51,183.2793,107,.007225359,.008484766,.006478700
53,1040.305,9812.125,176.8382,108,.003652525,.003338026,.003358779
54,949.9767,8859.055,170.3799,109,.001729415,.0007947681,.001659476
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1092292,1693.759,55,783.6672,7105.115,144.2069
1,90884.40,1000978,796.4008,56,713.4036,6388.932,138.3997
2,83319.59,917627.9,733.0728,57,648.9738,5737.196,132.6261
3,76402.92,841206.5,694.3401,58,589.8745,5144.564,126.8637
4,70068.21,771125.1,666.9489,59,535.6521,4606.154,121.0983
5,64263.27,706852.1,646.5735,60,485.9193,4117.482,115.3459
6,58941.03,647903.1,629.7498,61,440.3408,3674.413,109.6436
7,54061.21,593835.3,616.0302,62,398.6176,3273.113,104.0375
8,49585.89,544243.6,603.9679,63,360.4447,2910.038,98.54123
9,45482.44,498756.6,594.3449,64,325.5239,2581.935,93.14974
10,41719.83,457033.2,586.8408,65,293.5949,2285.815,87.87161
11,38268.87,418761.2,580.3612,66,264.4314,2018.922,82.72842
12,35103.37,383655.0,574.4167,67,237.8275,1778.710,77.74360
13,32198.07,351453.5,567.2587,68,213.5603,1562.834,72.90521
14,29529.94,321918.8,557.2519,69,191.4254,1369.158,68.20120
15,27079.06,294833.4,544.0549,70,171.2307,1195.733,63.61476
16,24827.56,269998.0,527.7362,71,152.8083,1040.783,59.13786
17,22760.01,247229.2,509.3844,72,136.0163,902.6790,54.77522
18,20862.09,226357.8,489.8894,73,120.7276,779.9224,50.53463
19,19121.06,207227.5,470.5815,74,106.8460,671.1197,46.44522
20,17524.59,189694.1,452.1219,75,94.27614,574.9697,42.52886
21,16060.91,173624.8,434.6733,76,82.92339,490.2621,38.79981
22,14718.71,158898.1,417.8808,77,72.68716,415.8802,35.25794
23,13488.25,145402.3,402.0428,78,63.47120,350.8019,31.89903
24,12360.38,133034.8,387.2484,79,55.17995,294.0967,28.71125
25,11326.69,121701.6,373.5543,80,47.72583,244.9219,25.68286
26,10379.23,111316.2,360.7686,81,41.03720,202.5107,22.81124
27,9511.002,101799.6,349.0386,82,35.05693,166.1578,20.10273
28,8715.034,93079.24,337.9028,83,29.73827,135.2075,17.56959
29,7985.339,85088.84,327.3430,84,25.04384,109.0442,15.22986
30,7316.276,77767.71,317.1826,85,20.92979,87.09131,13.09157
31,6702.776,71060.23,307.3553,86,17.33829,68.82134,11.14437
32,6140.264,64915.43,297.8754,87,14.21605,53.75997,9.377649
33,5624.598,59286.49,288.8133,88,11.52630,41.47570,7.793482
34,5151.799,54130.50,280.0531,89,9.232809,31.57201,6.391328
35,4718.436,49408.08,271.7091,90,7.298568,23.68749,5.166694
36,4321.110,45083.10,263.6313,91,5.682470,17.49829,4.107624
37,3956.859,41122.51,255.8328,92,4.348360,12.71747,3.203788
38,3622.996,37495.94,248.3619,93,3.267898,9.088860,2.449900
39,3316.944,34175.54,241.1452,94,2.411743,6.383953,1.837187
40,3036.446,31135.79,234.2250,95,1.748158,4.403570,1.351836
41,2779.392,28353.23,227.6015,96,1.242816,2.980255,.9745928
42,2543.791,25806.38,221.2168,97,.8652201,1.977546,.6872409
43,2327.828,23475.59,215.0253,98,.5898554,1.285728,.4741398
44,2129.848,21342.85,208.9916,99,.3940846,.8181102,.3204547
45,1948.258,19391.73,203.0019,100,.2575492,.5085629,.2117785
46,1781.716,17607.18,197.0703,101,.1644362,.3082030,.1366979
47,1628.907,15975.42,191.1189,102,.1022978,.1816246,.08595163
48,1488.738,14483.85,185.1914,103,.06186919,.1037644,.05253040
49,1360.156,13120.86,179.2784,104,.03638837,.05718984,.03124128
50,1242.242,11875.82,173.4180,105,.02057102,.03021242,.01785190
51,1134.094,10738.93,167.5903,106,.01132350,.01511443,.009963197
52,1034.862,9701.276,161.7469,107,.005936302,.006952014,.005310621
53,943.8171,8754.661,155.8976,108,.002995382,.002731249,.002749569
54,860.2852,7891.574,150.0435,109,.001415665,.0006493878,.001357221
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1069002,1651.831,55,708.5067,6321.475,126.9310
1,90717.95,977855.3,755.2593,56,643.8007,5675.167,121.6854
2,83014.67,894810.5,692.1027,57,584.5843,5088.094,116.4796
3,75983.89,818808.1,653.5455,58,530.3756,4555.239,111.2935
4,69556.30,749238.8,626.3283,59,480.7403,4072.023,106.1142
5,63676.93,685552.2,606.1196,60,435.3071,3634.250,100.9560
6,58296.28,627248.0,589.4640,61,393.7534,3238.057,95.85217
7,53371.91,573869.6,575.9064,62,355.7917,2879.871,90.84352
8,48864.00,524999.9,564.0082,63,321.1307,2556.398,85.94207
9,44738.20,480257.2,554.5337,64,289.4875,2264.616,81.14285
10,40961.99,439291.7,547.1588,65,260.6150,2001.759,76.45314
11,37504.91,401783.7,540.8026,66,234.2976,1765.281,71.89168
12,34339.59,367441.4,534.9818,67,210.3394,1552.833,67.47879
13,31439.82,335998.2,527.9857,68,188.5311,1362.258,63.20338
14,28781.71,307211.8,518.2231,69,168.6809,1191.594,59.05431
15,26344.59,280861.1,505.3717,70,150.6093,1039.054,55.01636
16,24109.92,256743.6,489.5096,71,134.1594,903.0141,51.08206
17,22061.66,234673.4,471.7038,72,119.1980,781.9868,47.25521
18,20184.93,214479.5,452.8236,73,105.6060,674.6060,43.54222
19,18466.53,196004.0,434.1588,74,93.29188,579.6057,39.96816
20,16893.71,179101.8,416.3467,75,82.16583,495.8067,36.55161
21,15454.36,163639.4,399.5410,76,72.13905,422.1155,33.30442
22,14136.91,149494.8,383.3968,77,63.11824,357.5256,30.22588
23,12931.36,136556.1,368.1982,78,55.01458,301.1181,27.31172
24,11828.36,124721.0,354.0270,79,47.74042,252.0580,24.55108
25,10819.31,113895.4,340.9338,80,41.21566,209.5910,21.93329
26,9896.130,103993.5,328.7315,81,35.37451,173.0321,19.45555
27,9051.707,94936.41,317.5573,82,30.16410,141.7530,17.12283
28,8278.986,86652.36,306.9685,83,25.54089,115.1711,14.94515
29,7571.907,79075.67,296.9459,84,21.46965,92.74174,12.93741
30,6924.778,72146.29,287.3200,85,17.90989,73.95637,11.10591
31,6332.488,65809.36,278.0268,86,14.80943,58.35116,9.441120
32,5790.426,60014.65,269.0784,87,12.12033,45.51012,7.933404
33,5294.426,54716.15,260.5401,88,9.809105,35.05596,6.583957
34,4840.499,49871.71,252.3013,89,7.842912,26.64316,5.391742
35,4425.202,45442.76,244.4684,90,6.188495,19.95783,4.352374
36,4045.147,41394.00,236.8993,91,4.809372,14.71959,3.455170
37,3697.374,37693.14,229.6051,92,3.673505,10.68074,2.690877
38,3379.205,34310.60,222.6303,93,2.755671,7.620897,2.054548
39,3088.081,31219.30,215.9052,94,2.029989,5.344148,1.538328
40,2821.759,28394.47,209.4681,95,1.468748,3.680292,1.130161
41,2578.149,25813.38,203.3182,96,1.042263,2.486657,.8134905
42,2355.285,23455.26,197.4011,97,.7242708,1.647295,.5727196
43,2151.379,21301.15,191.6734,98,.4928602,1.069239,.3944902
44,1964.801,19333.68,186.1019,99,.3286787,.6792312,.2661895
45,1793.990,17537.05,180.5812,100,.2144106,.4215320,.1756296
46,1637.631,15896.81,175.1241,101,.1366429,.2550372,.1131795
47,1494.437,14399.76,169.6588,102,.08485162,.1500459,.07104740
48,1363.338,13033.83,164.2254,103,.05122382,.08558254,.04335023
49,1243.305,11787.94,158.8152,104,.03007211,.04709235,.02573962
50,1133.441,10651.94,153.4630,105,.01696919,.02483847,.01468405
51,1032.871,9616.528,148.1503,106,.009323729,.01240683,.008182300
52,940.7691,8673.217,142.8331,107,.004878979,.005698239,.004354741
53,856.4310,7814.247,137.5203,108,.002457361,.002235593,.002251687
54,779.2034,7032.506,132.2129,109,.001159261,.0005307973,.001110428
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1046666,1613.415,55,640.6729,5626.426,111.7888
1,90552.10,955685.9,717.6274,56,581.0977,5043.065,107.0496
2,82711.42,872944.4,654.6414,57,526.6840,4514.139,102.3550
3,75567.93,797358.2,616.2586,58,476.9709,4034.939,97.68661
4,69049.06,728296.2,589.2141,59,431.5432,3601.173,93.03287
5,63096.99,665189.6,569.1703,60,390.0450,3208.919,88.40660
6,57659.75,607522.0,552.6808,61,352.1670,2854.570,83.83743
7,52692.64,554823.0,539.2829,62,317.6329,2534.800,79.36169
8,48153.91,506663.4,527.5465,63,286.1651,2246.547,74.98974
9,44007.46,462651.5,518.2178,64,257.4958,1987.010,70.71681
10,40219.28,422428.8,510.9697,65,231.3902,1753.630,66.54901
11,36757.55,385668.3,504.7341,66,207.6437,1544.054,62.50261
12,33593.78,352071.8,499.0344,67,186.0702,1356.118,58.59515
13,30700.76,321367.7,492.1962,68,166.4733,1187.840,54.81634
14,28053.76,293309.4,482.6714,69,148.6732,1037.418,51.15591
15,25631.33,267672.1,470.1560,70,132.5025,903.2178,47.60002
16,23414.28,244250.5,454.7368,71,117.8144,783.7518,44.14175
17,21385.95,222856.3,437.4599,72,104.4845,677.6639,40.78406
18,19530.93,203316.6,419.1740,73,92.40098,583.7100,37.53224
19,17835.54,185472.4,401.1296,74,81.47742,500.7405,34.40782
20,16286.64,169177.6,383.9412,75,71.62918,427.6876,31.42655
21,14871.77,154298.1,367.7536,76,62.77322,363.5637,28.59824
22,13579.12,140711.6,352.2315,77,54.82318,307.4623,25.92173
23,12398.43,128306.2,337.6454,78,47.69715,258.5574,23.39276
24,11320.15,116979.5,324.0701,79,41.31485,216.1006,21.00140
25,10335.53,106638.0,311.5505,80,35.60308,179.4166,18.73793
26,9436.341,97196.14,299.9040,81,30.50149,147.8938,16.59947
27,8615.372,88575.68,289.2582,82,25.96129,120.9728,14.58984
